2023-05-13 23:00:09,943 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-05-13 23:00:09,980 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-05-13 23:00:09,981 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2023-05-13 23:00:09,981 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2023-05-13 23:00:09,983 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-05-13 23:00:09,983 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-05-13 23:00:09,984 INFO  SwAddin.cs: 201 - Setting up command manager
2023-05-13 23:00:09,985 INFO  SwAddin.cs: 204 - Adding command manager
2023-05-13 23:00:09,987 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-05-13 23:00:09,988 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-05-13 23:00:09,988 INFO  SwAddin.cs: 210 - Adding event handlers
2023-05-13 23:00:09,991 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-05-13 23:01:40,881 INFO  SwAddin.cs: 282 - Removing assembly export from file menu
2023-05-13 23:01:40,883 INFO  SwAddin.cs: 284 - Removing part export from file menu
2023-05-13 23:01:40,928 INFO  SwAddin.cs: 237 - Disconnecting plugin from SolidWorks
2023-05-13 23:01:53,455 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-05-13 23:01:53,458 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-05-13 23:01:53,459 INFO  SwAddin.cs: 201 - Setting up command manager
2023-05-13 23:01:53,460 INFO  SwAddin.cs: 204 - Adding command manager
2023-05-13 23:01:53,463 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-05-13 23:01:53,465 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-05-13 23:01:53,465 INFO  SwAddin.cs: 210 - Adding event handlers
2023-05-13 23:01:53,469 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-05-13 23:02:13,275 INFO  SwAddin.cs: 294 - Assembly export called for file 00-Rover_Lidar_Assembly.SLDASM
2023-05-13 23:02:15,246 INFO  SwAddin.cs: 313 - Saving assembly
2023-05-13 23:02:15,531 INFO  SwAddin.cs: 316 - Opening property manager
2023-05-13 23:02:15,556 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 00-Rover_Lidar_Assembly.SLDASM
2023-05-13 23:02:15,568 INFO  ExportHelperExtension.cs: 1136 - Found 80 in 00-Rover_Lidar_Assembly.SLDASM
2023-05-13 23:02:15,569 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 00-Rover_Lidar_Assembly.SLDASM
2023-05-13 23:02:15,569 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-13 23:02:15,570 INFO  ExportHelperExtension.cs: 1160 - 12 components to check
2023-05-13 23:02:15,571 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from zz_rover_back_plate-1
2023-05-13 23:02:15,572 INFO  ExportHelperExtension.cs: 1136 - Found 28 in zz_rover_back_plate-1
2023-05-13 23:02:15,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in zz_rover_back_plate-1
2023-05-13 23:02:15,573 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TRC-01-2
2023-05-13 23:02:15,573 INFO  ExportHelperExtension.cs: 1136 - Found 52 in TRC-01-2
2023-05-13 23:02:15,574 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TRC-01-2
2023-05-13 23:02:15,574 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Bride_Rover_Lidar-2
2023-05-13 23:02:15,574 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Bride_Rover_Lidar-2
2023-05-13 23:02:15,575 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Bride_Rover_Lidar-2
2023-05-13 23:02:15,575 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from zz_rover_plate-1
2023-05-13 23:02:15,576 INFO  ExportHelperExtension.cs: 1136 - Found 29 in zz_rover_plate-1
2023-05-13 23:02:15,576 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in zz_rover_plate-1
2023-05-13 23:02:15,576 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from zz_carter_piece2-1
2023-05-13 23:02:15,577 INFO  ExportHelperExtension.cs: 1136 - Found 32 in zz_carter_piece2-1
2023-05-13 23:02:15,577 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in zz_carter_piece2-1
2023-05-13 23:02:15,577 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TRC-01-3
2023-05-13 23:02:15,578 INFO  ExportHelperExtension.cs: 1136 - Found 52 in TRC-01-3
2023-05-13 23:02:15,578 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TRC-01-3
2023-05-13 23:02:15,579 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TRC-01-4
2023-05-13 23:02:15,579 INFO  ExportHelperExtension.cs: 1136 - Found 52 in TRC-01-4
2023-05-13 23:02:15,580 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TRC-01-4
2023-05-13 23:02:15,580 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from zz_carter_piece1-2
2023-05-13 23:02:15,580 INFO  ExportHelperExtension.cs: 1136 - Found 27 in zz_carter_piece1-2
2023-05-13 23:02:15,581 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in zz_carter_piece1-2
